"participant"	"block"	"direction"	"directionNS"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"1"	"North"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	1	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_1"	2	"1"	"North"
"FP_1"	2	"2"	"South"
"FP_1"	2	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"2"	"South"
"FP_2"	1	"1"	"North"
"FP_2"	1	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"1"	"North"
"FP_2"	2	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"2"	"South"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	1	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"2"	"South"
"FP_3"	2	"1"	"North"
"FP_3"	2	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"2"	"South"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	1	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"2"	"South"
"JR_1"	2	"1"	"North"
"JR_1"	2	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	1	"2"	"South"
"JR_2"	1	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"2"	"South"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_2"	2	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"1"	"North"
"JR_3"	1	"2"	"South"
"JR_3"	1	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"1"	"North"
"JR_3"	2	"2"	"South"
"JR_3"	2	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	1	"1"	"North"
"NG_1"	1	"2"	"South"
"NG_1"	1	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"1"	"North"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_1"	2	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	1	"2"	"South"
"NG_2"	1	"2"	"South"
"NG_2"	1	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"2"	"South"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"1"	"North"
"NG_2"	2	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"2"	"South"
"NG_3"	1	"2"	"South"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	1	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"2"	"South"
"NG_3"	2	"1"	"North"
"NG_3"	2	"1"	"North"
"SA_1"	1	"1"	"North"
"SA_1"	1	"2"	"South"
"SA_1"	1	"1"	"North"
"SA_1"	1	"1"	"North"
"SA_1"	1	"1"	"North"
"SA_1"	1	"2"	"South"
"SA_1"	1	"1"	"North"
"SA_1"	1	"1"	"North"
"SA_1"	1	"2"	"South"
"SA_1"	1	"1"	"North"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
"SA_1"	1	"1"	"North"
"SA_1"	1	"1"	"North"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
"SA_1"	1	"1"	"North"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
"SA_1"	1	"2"	"South"
